,Nr_boczny,Numer_Linii,brigade_id,update_time,pozycja_dlugosc,pozycja_szerokosc
344,8406,N,31,2023-10-25 19:34:54,17.1411209106445,51.1454582214355
345,8408,N,15,2023-10-25 19:35:02,17.1109294891357,51.145679473877
346,8411,110,12,2023-10-25 19:35:02,17.0279273986816,51.1397476196289
347,8413,103,5,2023-10-25 19:34:56,17.0283470153809,51.1255149841309
348,8417,128,4,2023-10-25 19:34:56,17.0512294769287,51.1167984008789
349,8419,128,11,2023-10-25 19:35:05,16.9588184356689,51.1205635070801
350,8421,128,5,2023-10-25 19:35:05,17.0701141357422,51.1363182067871
351,8425,128,9,2023-10-25 19:22:41,17.0468616485596,51.1170959472656
352,8428,A,4,2023-10-25 19:35:02,17.0383949279785,51.136100769043
353,8432,A,5,2023-10-25 19:34:54,17.0552253723145,51.1268539428711
354,8435,128,3,2023-10-25 19:35:05,17.0234184265137,51.1169738769531
355,8437,128,10,2023-10-25 19:35:02,17.0426635742188,51.1171073913574
356,8444,D,1,2023-10-25 19:35:05,17.073673248291,51.1151351928711
357,8445,134,1,2023-10-25 19:35:00,17.0978298187256,51.0698204040527
358,8446,144,3,2023-10-25 19:34:56,17.0184688568115,51.0848617553711
359,8447,D,6,2023-10-25 19:34:56,17.0890808105469,51.141185760498
360,8448,124,13,2023-10-25 19:34:54,17.0718574523926,51.0782012939453
361,8449,N,3,2023-10-25 19:35:05,17.0782070159912,51.1388053894043
